subscribed,last_active,channel,device,player_id,tags,country,language_code
No,2017-10-25 20:01:04.969203,Web Push (Chrome),Win32 61,015b53ed-8824-46f8-96d3-bf035e7707,"{""posts-read"": ""53207,8778,7167,21567,25947,60224"", ""read-tag-cpp"": ""2"", ""read-tag-ide"": ""1"", ""view-tag-cpp"": ""4"", ""view-tag-ide"": ""1"", ""view-tag-oop"": ""4"", ""posts-visited"": ""14075,27823,53207,8778,36946,7167,21567,8389,25947,15306,60224"", ""read-tag-java"": ""1"", ""view-tag-java"": ""2"", ""visit-tag-cpp"": ""4"", ""visit-tag-ide"": ""1"", ""visit-tag-oop"": ""2"", ""visit-tag-java"": ""1"", ""read-tag-google"": ""1"", ""view-tag-google"": ""1"", ""read-tag-android"": ""1"", ""read-tag-gamedev"": ""1"", ""view-tag-android"": ""1"", ""view-tag-c-sharp"": ""3"", ""view-tag-courses"": ""1"", ""view-tag-gamedev"": ""1"", ""visit-tag-google"": ""1"", ""visit-tag-android"": ""1"", ""visit-tag-c-sharp"": ""1"", ""visit-tag-courses"": ""1"", ""visit-tag-gamedev"": ""1"", ""read-tag-microsoft"": ""1"", ""read-tag-mobiledev"": ""1"", ""view-tag-microsoft"": ""2"", ""view-tag-mobiledev"": ""1"", ""read-tag-javascript"": ""1"", ""view-tag-algorithms"": ""6"", ""view-tag-javascript"": ""1"", ""visit-tag-microsoft"": ""1"", ""visit-tag-mobiledev"": ""1"", ""view-tag-oop-c-sharp"": ""3"", ""visit-tag-algorithms"": ""1"", ""visit-tag-javascript"": ""1"", ""visit-tag-oop-c-sharp"": ""1"", ""view-tag-for-beginners"": ""11"", ""visit-tag-for-beginners"": ""4"", ""read-tag-learn-programming"": ""2"", ""view-tag-learn-programming"": ""7"", ""visit-tag-learn-programming"": ""2"", ""read-tag-programming-concepts"": ""1"", ""view-tag-programming-concepts"": ""6"", ""view-tag-programming-languages"": ""1"", ""visit-tag-programming-concepts"": ""1"", ""view-tag-algos-and-data-structs"": ""6"", ""visit-tag-programming-languages"": ""1"", ""visit-tag-algos-and-data-structs"": ""1""}",RU,ru
No,2017-08-31 14:15:16.633959,Web Push (Chrome),Win32 Chrome 60,054b6d27-3b1e-41db-9495-89e9b1f561,"{""view-tag-games"": ""1"", ""view-tag-guest"": ""1"", ""view-tag-google"": ""1"", ""view-tag-advices"": ""1"", ""view-tag-security"": ""1"", ""view-tag-for-beginners"": ""1"", ""view-tag-for-motivation"": ""1""}",RU,ru
No,2017-10-30 19:54:22.057661,Web Push (Chrome),Win32 62,0702620b-5a09-4d8c-a2f4-17c5506f9a,"{""posts-read"": ""34989,43149,30265,18020"", ""read-tag-diy"": ""1"", ""view-tag-diy"": ""1"", ""view-tag-php"": ""1"", ""posts-visited"": ""34989,45963,43149,7809,30265,28286,26618,18020,12641,13451"", ""read-tag-java"": ""3"", ""read-tag-perl"": ""1"", ""read-tag-ruby"": ""1"", ""view-tag-java"": ""8"", ""view-tag-perl"": ""1"", ""view-tag-ruby"": ""2"", ""visit-tag-diy"": ""1"", ""visit-tag-php"": ""1"", ""read-tag-guest"": ""1"", ""view-tag-guest"": ""1"", ""visit-tag-java"": ""8"", ""visit-tag-perl"": ""1"", ""visit-tag-ruby"": ""2"", ""read-tag-python"": ""1"", ""view-tag-python"": ""2"", ""visit-tag-guest"": ""1"", ""read-tag-gamedev"": ""1"", ""view-tag-gamedev"": ""1"", ""visit-tag-python"": ""2"", ""visit-tag-gamedev"": ""1"", ""read-tag-good-hack"": ""1"", ""view-tag-good-hack"": ""1"", ""view-tag-javascript"": ""1"", ""visit-tag-good-hack"": ""1"", ""view-tag-cheatsheets"": ""1"", ""visit-tag-javascript"": ""1"", ""view-tag-for-advanced"": ""1"", ""view-tag-for-amateurs"": ""1"", ""visit-tag-cheatsheets"": ""1"", ""read-tag-for-beginners"": ""1"", ""view-tag-for-beginners"": ""3"", ""visit-tag-for-advanced"": ""1"", ""visit-tag-for-amateurs"": ""1"", ""read-tag-for-motivation"": ""1"", ""view-tag-for-motivation"": ""1"", ""visit-tag-for-beginners"": ""3"", ""visit-tag-for-motivation"": ""1"", ""read-tag-learn-programming"": ""1"", ""read-tag-simple-java-games"": ""1"", ""view-tag-learn-programming"": ""2"", ""view-tag-simple-java-games"": ""1"", ""visit-tag-learn-programming"": ""2"", ""visit-tag-simple-java-games"": ""1"", ""view-tag-programming-concepts"": ""1"", ""view-tag-programming-languages"": ""1"", ""visit-tag-programming-concepts"": ""1"", ""visit-tag-programming-languages"": ""1""}",UA,ru
No,2017-10-22 13:46:50.022801,Web Push (Chrome),Win32 61,0ad4e7a7-d620-4a06-9b6c-a18c7618ee,"{""posts-read"": ""10471"", ""read-tag-compilers"": ""1""}",RU,ru
No,2017-10-06 17:01:59.517610,Web Push (Firefox),Win32 56,0cb921ba-b69b-4bc7-9bd7-8d0d0e3352,"{""posts-read"": ""29318,28941,51297"", ""view-tag-php"": ""2"", ""posts-visited"": ""29318,28941,598,29101,37368,51297,55506"", ""visit-tag-php"": ""1"", ""view-tag-google"": ""1"", ""visit-tag-google"": ""1"", ""view-tag-security"": ""1"", ""view-tag-good-hack"": ""1"", ""visit-tag-security"": ""1"", ""visit-tag-good-hack"": ""1"", ""view-tag-for-amateurs"": ""2"", ""read-tag-brain-teasers"": ""2"", ""view-tag-brain-teasers"": ""2"", ""view-tag-job-interview"": ""1"", ""visit-tag-for-amateurs"": ""1"", ""visit-tag-brain-teasers"": ""2"", ""visit-tag-job-interview"": ""1"", ""view-tag-design-patterns"": ""2"", ""view-tag-expert-problems"": ""1"", ""view-tag-middle-problems"": ""1"", ""visit-tag-design-patterns"": ""1"", ""visit-tag-expert-problems"": ""1"", ""visit-tag-middle-problems"": ""1"", ""read-tag-programming-languages"": ""1"", ""view-tag-programming-languages"": ""1"", ""visit-tag-programming-languages"": ""1"", ""view-tag-design-patterns-simple-words"": ""2"", ""visit-tag-design-patterns-simple-words"": ""1""}",BY,ru
No,2017-11-02 11:40:31.469835,Web Push (Chrome),Linux armv7l 61,0cc4bea1-8ca5-4222-8ac3-bcc876d836,"{""posts-read"": ""50965,53704"", ""read-tag-ai"": ""1"", ""view-tag-ai"": ""1"", ""visit-tag-ai"": ""1"", ""posts-visited"": ""50965,51297,53704"", ""read-tag-google"": ""1"", ""view-tag-google"": ""1"", ""visit-tag-google"": ""1"", ""view-tag-browsers"": ""1"", ""view-tag-security"": ""1"", ""read-tag-neural-network"": ""1"", ""view-tag-neural-network"": ""1"", ""visit-tag-neural-network"": ""1"", ""read-tag-machine-learning"": ""1"", ""view-tag-machine-learning"": ""1"", ""visit-tag-machine-learning"": ""1"", ""view-tag-programming-languages"": ""1"", ""visit-tag-programming-languages"": ""1""}",RU,ru
Yes,2017-09-21 23:00:48.871248,Web Push (Chrome),Win32 47,030930e8-e1ac-4c7e-8016-8ab061b8b7,"{""posts-read"": ""55010,52405,22679"", ""read-tag-ide"": ""1"", ""read-tag-php"": ""1"", ""read-tag-web"": ""1"", ""view-tag-ide"": ""1"", ""view-tag-php"": ""18"", ""view-tag-web"": ""2"", ""posts-visited"": ""55010,52405,22679"", ""visit-tag-ide"": ""1"", ""visit-tag-php"": ""1"", ""visit-tag-web"": ""1"", ""read-tag-guest"": ""1"", ""view-tag-guest"": ""2"", ""visit-tag-guest"": ""1"", ""read-tag-microsoft"": ""1"", ""view-tag-microsoft"": ""1"", ""visit-tag-microsoft"": ""1"", ""read-tag-for-beginners"": ""2"", ""view-tag-for-beginners"": ""20"", ""visit-tag-for-beginners"": ""2"", ""read-tag-ms-connect-2017"": ""1"", ""view-tag-ms-connect-2017"": ""1"", ""read-tag-machine-learning"": ""1"", ""view-tag-machine-learning"": ""1"", ""visit-tag-ms-connect-2017"": ""1"", ""visit-tag-machine-learning"": ""1""}",UA,ru
Yes,2017-11-30 15:55:03.312133,Web Push (Chrome),Win32 62,03d78ddb-8ac5-4d72-b373-2f330bbc8b,"{""posts-read"": ""56277"", ""read-tag-253"": ""1"", ""view-tag-253"": ""1"", ""posts-visited"": ""56277"", ""visit-tag-253"": ""1"", ""read-tag-security"": ""1"", ""view-tag-security"": ""1"", ""visit-tag-security"": ""1"", ""read-tag-social-networks"": ""1"", ""view-tag-social-networks"": ""1"", ""visit-tag-social-networks"": ""1""}",RU,ru
No,2017-11-17 05:59:04.012194,Web Push (Chrome),Linux x86_64 55,048fadbb-00fd-4aa6-a9a0-1273ad913e,"{""posts-read"": ""7323"", ""read-tag-cpp"": ""1"", ""view-tag-cpp"": ""13"", ""posts-visited"": ""7323"", ""visit-tag-cpp"": ""1"", ""read-tag-mobiledev"": ""1"", ""view-tag-mobiledev"": ""13"", ""visit-tag-mobiledev"": ""1""}",RU,en
No,2017-11-27 07:04:55.639853,Web Push (Chrome),MacIntel Chrome 62,088d1758-20d8-493c-9bcb-786cbc08fa,"{""posts-read"": ""52837,52436,30699"", ""read-tag-css"": ""2"", ""read-tag-web"": ""2"", ""view-tag-css"": ""2"", ""view-tag-web"": ""3"", ""posts-visited"": ""52837,52436,30699"", ""read-tag-html"": ""2"", ""view-tag-html"": ""2"", ""visit-tag-css"": ""2"", ""visit-tag-web"": ""2"", ""visit-tag-html"": ""2"", ""read-tag-github"": ""1"", ""view-tag-github"": ""1"", ""visit-tag-github"": ""1"", ""view-tag-hardware"": ""1"", ""view-tag-good-hack"": ""1"", ""read-tag-javascript"": ""2"", ""read-tag-veb-dizajn"": ""2"", ""view-tag-javascript"": ""4"", ""view-tag-veb-dizajn"": ""2"", ""visit-tag-javascript"": ""2"", ""visit-tag-veb-dizajn"": ""2"", ""read-tag-for-amateurs"": ""2"", ""view-tag-for-amateurs"": ""2"", ""view-tag-brain-teasers"": ""1"", ""visit-tag-for-amateurs"": ""2"", ""view-tag-project-management"": ""1"", ""read-tag-programming-languages"": ""1"", ""view-tag-programming-languages"": ""2"", ""visit-tag-programming-languages"": ""1""}",TH,ru
No,2017-11-15 15:51:09.690454,Web Push (Chrome),Win32 61,0fa81180-9d18-4f90-a0be-c800ebf76a,"{""posts-read"": ""54888"", ""read-tag-firefox"": ""1"", ""read-tag-browsers"": ""1""}",UA,en
Yes,2017-11-25 09:25:08.034885,Web Push (Chrome),Win32 Chrome 62,083ddf14-d3ee-4f90-9cb0-3ee935dc5c,"{""posts-read"": ""52436,55002,29831,9597,22241,9866"", ""read-tag-cpp"": ""1"", ""read-tag-css"": ""1"", ""read-tag-job"": ""1"", ""read-tag-web"": ""1"", ""view-tag-cpp"": ""2"", ""view-tag-css"": ""5"", ""view-tag-job"": ""1"", ""view-tag-web"": ""5"", ""posts-visited"": ""28507,52579,52436,55002,29831,9597,22241,9562,9866"", ""read-tag-html"": ""1"", ""view-tag-html"": ""5"", ""visit-tag-cpp"": ""2"", ""visit-tag-css"": ""1"", ""visit-tag-job"": ""1"", ""visit-tag-web"": ""1"", ""visit-tag-html"": ""1"", ""read-tag-career"": ""1"", ""read-tag-github"": ""1"", ""read-tag-skills"": ""1"", ""view-tag-career"": ""1"", ""view-tag-github"": ""1"", ""view-tag-skills"": ""1"", ""visit-tag-career"": ""1"", ""visit-tag-github"": ""1"", ""visit-tag-skills"": ""1"", ""view-tag-partnered"": ""1"", ""read-tag-javascript"": ""1"", ""read-tag-veb-dizajn"": ""1"", ""view-tag-algorithms"": ""1"", ""view-tag-javascript"": ""6"", ""view-tag-veb-dizajn"": ""5"", ""visit-tag-partnered"": ""1"", ""visit-tag-algorithms"": ""1"", ""visit-tag-javascript"": ""2"", ""visit-tag-veb-dizajn"": ""1"", ""read-tag-for-amateurs"": ""1"", ""view-tag-for-amateurs"": ""5"", ""view-tag-optimization"": ""1"", ""read-tag-brain-teasers"": ""3"", ""read-tag-job-interview"": ""1"", ""view-tag-brain-teasers"": ""4"", ""view-tag-for-beginners"": ""2"", ""view-tag-job-interview"": ""2"", ""visit-tag-for-amateurs"": ""1"", ""visit-tag-optimization"": ""1"", ""read-tag-dev-organising"": ""1"", ""view-tag-dev-organising"": ""1"", ""view-tag-stack-overflow"": ""1"", ""visit-tag-brain-teasers"": ""4"", ""visit-tag-for-beginners"": ""2"", ""visit-tag-job-interview"": ""2"", ""read-tag-middle-problems"": ""1"", ""view-tag-expert-problems"": ""1"", ""view-tag-middle-problems"": ""2"", ""visit-tag-dev-organising"": ""1"", ""view-tag-bit-manipulation"": ""1"", ""visit-tag-expert-problems"": ""1"", ""visit-tag-middle-problems"": ""2"", ""view-tag-stacks-and-queues"": ""1"", ""visit-tag-bit-manipulation"": ""1"", ""visit-tag-stacks-and-queues"": ""1"", ""view-tag-math-and-probability"": ""1"", ""view-tag-programming-languages"": ""1"", ""view-tag-sorting-and-searching"": ""1"", ""visit-tag-math-and-probability"": ""1"", ""visit-tag-sorting-and-searching"": ""1"", ""view-tag-recursion-and-dynamic-programming"": ""1"", ""visit-tag-recursion-and-dynamic-programming"": ""1""}",UA,en
No,2017-11-30 16:49:03.153141,Web Push (Chrome),Linux x86_64 61,0515ed70-c912-42f9-9363-eaab717c51,"{""posts-read"": ""16276,56277"", ""read-tag-253"": ""1"", ""view-tag-253"": ""1"", ""posts-visited"": ""16276,56277"", ""visit-tag-253"": ""1"", ""read-tag-games"": ""1"", ""view-tag-games"": ""2"", ""visit-tag-games"": ""1"", ""read-tag-security"": ""1"", ""view-tag-security"": ""1"", ""visit-tag-security"": ""1"", ""read-tag-for-beginners"": ""1"", ""view-tag-for-beginners"": ""2"", ""visit-tag-for-beginners"": ""1"", ""read-tag-social-networks"": ""1"", ""view-tag-social-networks"": ""1"", ""visit-tag-social-networks"": ""1"", ""read-tag-learn-programming"": ""1"", ""view-tag-learn-programming"": ""2"", ""visit-tag-learn-programming"": ""1""}",UA,ru
No,2017-11-04 10:37:32.372228,Web Push (Firefox),Linux armv7l 57,0530a3b0-571d-42ec-ba1c-1f25938e92,"{""posts-read"": ""28507"", ""posts-visited"": ""28507,45315"", ""view-tag-python"": ""1"", ""view-tag-android"": ""1"", ""view-tag-gamedev"": ""1"", ""visit-tag-python"": ""1"", ""visit-tag-android"": ""1"", ""visit-tag-gamedev"": ""1"", ""read-tag-partnered"": ""1"", ""view-tag-mobiledev"": ""1"", ""view-tag-partnered"": ""2"", ""visit-tag-mobiledev"": ""1"", ""visit-tag-partnered"": ""1"", ""read-tag-for-beginners"": ""1"", ""view-tag-for-beginners"": ""3"", ""visit-tag-for-beginners"": ""2"", ""view-tag-programming-languages"": ""1"", ""visit-tag-programming-languages"": ""1""}",RU,ru
Yes,2017-11-25 15:42:49.020507,Web Push (Chrome),Win32 Chrome 62,0d042a83-d842-4613-9389-b5d53ddc3b,"{""posts-read"": ""48933,50530,50316,7113"", ""read-tag-db"": ""1"", ""view-tag-db"": ""1"", ""read-tag-253"": ""2"", ""read-tag-seo"": ""1"", ""read-tag-web"": ""1"", ""view-tag-253"": ""2"", ""view-tag-ios"": ""3"", ""view-tag-seo"": ""4"", ""view-tag-web"": ""5"", ""visit-tag-db"": ""1"", ""posts-visited"": ""48973,49189,30058,48933,50530,50316,7113,53539,53929,37306"", ""read-tag-html"": ""1"", ""view-tag-html"": ""4"", ""visit-tag-253"": ""2"", ""visit-tag-ios"": ""2"", ""visit-tag-seo"": ""1"", ""visit-tag-web"": ""2"", ""read-tag-mysql"": ""1"", ""view-tag-apple"": ""2"", ""view-tag-linux"": ""2"", ""view-tag-mysql"": ""1"", ""view-tag-swift"": ""2"", ""view-tag-tools"": ""1"", ""visit-tag-html"": ""1"", ""visit-tag-apple"": ""2"", ""visit-tag-linux"": ""1"", ""visit-tag-mysql"": ""1"", ""visit-tag-swift"": ""2"", ""visit-tag-tools"": ""1"", ""view-tag-android"": ""1"", ""view-tag-bitcoin"": ""1"", ""view-tag-courses"": ""2"", ""view-tag-windows"": ""1"", ""read-tag-telegram"": ""2"", ""view-tag-security"": ""1"", ""view-tag-telegram"": ""2"", ""view-tag-mobiledev"": ""1"", ""visit-tag-telegram"": ""2"", ""view-tag-code-style"": ""1"", ""view-tag-javascript"": ""1"", ""visit-tag-mobiledev"": ""1"", ""view-tag-cheatsheets"": ""1"", ""visit-tag-javascript"": ""1"", ""visit-tag-cheatsheets"": ""1"", ""read-tag-for-beginners"": ""1"", ""view-tag-for-beginners"": ""4"", ""view-tag-google-chrome"": ""1"", ""view-tag-success-story"": ""2"", ""visit-tag-for-beginners"": ""1"", ""visit-tag-google-chrome"": ""1"", ""read-tag-learn-programming"": ""1"", ""view-tag-learn-programming"": ""3"", ""visit-tag-learn-programming"": ""1""}",RU,ru
No,2017-11-08 17:20:01.601157,Web Push (Chrome),Win32 62,05698f0c-3dc5-4522-b6ac-64ecd7a2c4,"{""posts-read"": ""16309,37881,52579"", ""read-tag-css"": ""1"", ""read-tag-web"": ""2"", ""view-tag-css"": ""2"", ""view-tag-web"": ""2"", ""posts-visited"": ""48302,37881,52579"", ""visit-tag-css"": ""2"", ""visit-tag-web"": ""2"", ""read-tag-javascript"": ""2"", ""view-tag-javascript"": ""2"", ""visit-tag-javascript"": ""1"", ""read-tag-for-beginners"": ""3"", ""view-tag-for-beginners"": ""4"", ""visit-tag-for-beginners"": ""3"", ""read-tag-learn-programming"": ""1"", ""view-tag-learn-programming"": ""1"", ""visit-tag-learn-programming"": ""1""}",UA,ru
Yes,2017-09-26 18:48:06.067543,Web Push (Chrome),Linux x86_64 49,0cf8a698-719e-4387-afbd-2676750243,"{""posts-read"": ""49083,52793,52839"", ""view-tag-css"": ""1"", ""view-tag-diy"": ""1"", ""view-tag-web"": ""1"", ""posts-visited"": ""49499,49083,52793,52639,52436,52839,52538,43510"", ""read-tag-java"": ""1"", ""view-tag-bots"": ""1"", ""view-tag-html"": ""1"", ""view-tag-java"": ""1"", ""visit-tag-css"": ""1"", ""visit-tag-diy"": ""1"", ""visit-tag-web"": ""1"", ""read-tag-linux"": ""1"", ""view-tag-linux"": ""2"", ""view-tag-opera"": ""1"", ""view-tag-tools"": ""1"", ""visit-tag-bots"": ""1"", ""visit-tag-html"": ""1"", ""visit-tag-java"": ""1"", ""read-tag-google"": ""1"", ""read-tag-kotlin"": ""1"", ""view-tag-google"": ""1"", ""view-tag-kotlin"": ""1"", ""view-tag-python"": ""1"", ""visit-tag-linux"": ""2"", ""visit-tag-opera"": ""1"", ""visit-tag-tools"": ""1"", ""read-tag-android"": ""2"", ""view-tag-android"": ""2"", ""view-tag-samsung"": ""1"", ""visit-tag-google"": ""1"", ""visit-tag-kotlin"": ""1"", ""visit-tag-python"": ""1"", ""view-tag-browsers"": ""1"", ""visit-tag-android"": ""2"", ""visit-tag-samsung"": ""1"", ""visit-tag-browsers"": ""1"", ""view-tag-javascript"": ""1"", ""view-tag-veb-dizajn"": ""1"", ""visit-tag-javascript"": ""1"", ""visit-tag-veb-dizajn"": ""1"", ""view-tag-for-amateurs"": ""2"", ""read-tag-best-practice"": ""1"", ""view-tag-best-practice"": ""1"", ""visit-tag-for-amateurs"": ""2"", ""visit-tag-best-practice"": ""1"", ""view-tag-virtual-reality"": ""1"", ""visit-tag-virtual-reality"": ""1"", ""view-tag-interface-design-ux"": ""1"", ""visit-tag-interface-design-ux"": ""1""}",NL,ru
No,2017-10-29 20:10:11.438265,Web Push (Chrome),Win32 Yandex Browser 17,0184c557-3018-4bc6-9e5b-232e2479b6,"{""posts-read"": ""49144,19732,53424"", ""view-tag-cpp"": ""1"", ""view-tag-web"": ""10"", ""posts-visited"": ""49144,19732,53424"", ""view-tag-google"": ""12"", ""view-tag-yandex"": ""1"", ""view-tag-android"": ""10"", ""view-tag-courses"": ""1"", ""view-tag-browsers"": ""1"", ""view-tag-security"": ""1"", ""view-tag-mobiledev"": ""10"", ""read-tag-algorithms"": ""1"", ""view-tag-algorithms"": ""3"", ""visit-tag-algorithms"": ""1"", ""read-tag-visualization"": ""1"", ""view-tag-for-beginners"": ""1"", ""view-tag-success-story"": ""1"", ""view-tag-visualization"": ""3"", ""read-tag-stack-overflow"": ""2"", ""view-tag-neural-network"": ""2"", ""view-tag-stack-overflow"": ""3"", ""visit-tag-visualization"": ""1"", ""visit-tag-stack-overflow"": ""2"", ""view-tag-machine-learning"": ""12"", ""view-tag-learn-programming"": ""11"", ""view-tag-programming-languages"": ""2""}",RU,ru
Yes,2017-12-30 04:04:34.586843,Web Push (Chrome),Linux x86_64 63,0417ea59-0a07-43d8-9d29-a072ab4968,"{""posts-read"": ""54115,54657"", ""view-tag-cpp"": ""1"", ""posts-visited"": ""54115,54291,54657,56869,60854,68678"", ""visit-tag-cpp"": ""1"", ""read-tag-intel"": ""1"", ""view-tag-intel"": ""2"", ""view-tag-wi-fi"": ""2"", ""view-tag-crypto"": ""1"", ""view-tag-robots"": ""3"", ""visit-tag-intel"": ""2"", ""visit-tag-wi-fi"": ""1"", ""visit-tag-crypto"": ""1"", ""read-tag-hardware"": ""1"", ""view-tag-ethereum"": ""1"", ""view-tag-hardware"": ""3"", ""visit-tag-ethereum"": ""1"", ""visit-tag-hardware"": ""2"", ""view-tag-blockchain"": ""1"", ""view-tag-open-source"": ""1"", ""visit-tag-blockchain"": ""1"", ""visit-tag-open-source"": ""1"", ""view-tag-neural-network"": ""1"", ""visit-tag-neural-network"": ""1"", ""view-tag-machine-learning"": ""1"", ""visit-tag-machine-learning"": ""1"", ""read-tag-programming-languages"": ""1"", ""view-tag-programming-languages"": ""1"", ""visit-tag-programming-languages"": ""1""}",UZ,en
No,2018-01-15 15:21:47.156704,Web Push (Chrome),Linux armv7l 52,0dab4f3d-cde0-436c-9529-d61032ca39,"{""posts-read"": ""8460,59273"", ""posts-visited"": ""59273"", ""read-tag-best-practice"": ""1"", ""view-tag-best-practice"": ""1"", ""read-tag-for-motivation"": ""2"", ""view-tag-for-motivation"": ""1"", ""visit-tag-best-practice"": ""1"", ""visit-tag-for-motivation"": ""1"", ""read-tag-learn-programming"": ""1""}",RU,en
Yes,2017-11-30 19:04:38.717726,Web Push (Chrome),Win32 Chrome 62,07c9d9f9-a78c-4082-a634-0ad16808d2,"{""posts-read"": ""56277"", ""read-tag-253"": ""1"", ""view-tag-253"": ""1"", ""view-tag-oop"": ""1"", ""posts-visited"": ""14075,56277"", ""visit-tag-253"": ""1"", ""visit-tag-oop"": ""1"", ""view-tag-agile"": ""1"", ""view-tag-linux"": ""1"", ""view-tag-tools"": ""1"", ""view-tag-google"": ""2"", ""view-tag-c-sharp"": ""3"", ""view-tag-courses"": ""1"", ""read-tag-security"": ""1"", ""view-tag-browsers"": ""1"", ""view-tag-facebook"": ""1"", ""view-tag-security"": ""1"", ""visit-tag-c-sharp"": ""1"", ""visit-tag-security"": ""1"", ""view-tag-javascript"": ""1"", ""view-tag-oop-c-sharp"": ""1"", ""visit-tag-oop-c-sharp"": ""1"", ""view-tag-best-practice"": ""1"", ""view-tag-for-beginners"": ""2"", ""view-tag-google-chrome"": ""1"", ""visit-tag-for-beginners"": ""1"", ""read-tag-social-networks"": ""1"", ""view-tag-social-networks"": ""1"", ""visit-tag-social-networks"": ""1"", ""view-tag-learn-programming"": ""1"", ""view-tag-command-line-tools"": ""1"", ""view-tag-software-development"": ""1""}",RU,ru
No,2017-10-17 12:19:27.298564,Web Push (Chrome),Win32 61,0653caed-a579-4ad3-862a-f9effe3bc3,"{""posts-visited"": ""52368"", ""view-tag-wi-fi"": ""1"", ""visit-tag-wi-fi"": ""1"", ""view-tag-security"": ""1"", ""visit-tag-security"": ""1""}",RU,en
No,2017-12-02 16:26:06.221305,Web Push (Chrome),Win32 62,003b2058-3e8b-4002-aad7-b60c9d0ec4,"{""posts-read"": ""7323,3795"", ""read-tag-cpp"": ""1"", ""view-tag-cpp"": ""1"", ""posts-visited"": ""7323,3795"", ""visit-tag-cpp"": ""1"", ""view-tag-bitcoin"": ""1"", ""read-tag-mobiledev"": ""1"", ""view-tag-mobiledev"": ""1"", ""visit-tag-mobiledev"": ""1"", ""read-tag-for-beginners"": ""1"", ""view-tag-for-beginners"": ""1"", ""visit-tag-for-beginners"": ""1"", ""view-tag-learn-programming"": ""1"", ""view-tag-programming-languages"": ""1""}",UA,ru
No,2017-08-31 14:20:58.613928,Web Push (Chrome),Linux x86_64 Chrome 60,0795928e-667e-4912-b99b-d750a512f4,"{""view-tag-internet"": ""1"", ""view-tag-job-interview"": ""1""}",RU,en
No,2017-11-30 06:46:47.814266,Web Push (Chrome),Win32 Chrome 62,04918445-222a-422d-9ee0-896a3e340c,"{""posts-read"": ""16309,53423"", ""read-tag-web"": ""2"", ""view-tag-web"": ""2"", ""posts-visited"": ""16309,53423,55724"", ""visit-tag-web"": ""2"", ""read-tag-tools"": ""1"", ""view-tag-tools"": ""1"", ""view-tag-skills"": ""1"", ""visit-tag-tools"": ""1"", ""visit-tag-skills"": ""1"", ""read-tag-javascript"": ""1"", ""view-tag-javascript"": ""1"", ""visit-tag-javascript"": ""1"", ""read-tag-for-beginners"": ""1"", ""view-tag-for-beginners"": ""1"", ""visit-tag-for-beginners"": ""1""}",RU,en
No,2018-02-09 18:31:17.732281,Web Push (Chrome),Win32 64,02d8cb4f-d9d1-461c-a720-f344112b90,"{""posts-read"": ""62233"", ""read-tag-programming-languages"": ""1""}",UA,ru
No,2017-05-02 15:05:38.670279,Web Push (Chrome),Win32 Chrome 49.0,022dddf0-87bb-42e0-ae77-9cb9195b13,"{""posts-read"": ""49083"", ""posts-visited"": ""49083"", ""read-tag-android"": ""1"", ""view-tag-android"": ""1"", ""visit-tag-android"": ""1"", ""read-tag-best-practice"": ""1"", ""view-tag-best-practice"": ""1"", ""visit-tag-best-practice"": ""1""}",DE,ru
Yes,2017-11-08 16:25:55.620257,Web Push (Chrome),Linux armv8l 61,06bef8d8-5ce4-4d39-a3fc-2e4d255e51,"{""view-tag-ai"": ""1"", ""visit-tag-ai"": ""1"", ""posts-visited"": ""54163"", ""view-tag-machine-learning"": ""1"", ""visit-tag-machine-learning"": ""1""}",RU,ru
Yes,2017-12-26 14:47:06.040780,Web Push (Chrome),Linux aarch64 17,0512ae0f-95d0-4e69-9d72-1eafaefb8a,"{""posts-read"": ""52579,56015,49032,58164"", ""view-tag-231"": ""1"", ""posts-visited"": ""41097,52579,56015,49032,56172,58164,57293,57938"", ""visit-tag-231"": ""1"", ""read-tag-google"": ""2"", ""view-tag-google"": ""2"", ""view-tag-kotlin"": ""11"", ""view-tag-yandex"": ""1"", ""view-tag-android"": ""11"", ""visit-tag-google"": ""2"", ""visit-tag-kotlin"": ""1"", ""visit-tag-yandex"": ""1"", ""read-tag-internet"": ""1"", ""view-tag-internet"": ""1"", ""visit-tag-android"": ""1"", ""view-tag-mobiledev"": ""11"", ""view-tag-partnered"": ""2"", ""visit-tag-internet"": ""1"", ""read-tag-javascript"": ""1"", ""view-tag-javascript"": ""1"", ""visit-tag-mobiledev"": ""1"", ""visit-tag-partnered"": ""1"", ""read-tag-open-source"": ""2"", ""view-tag-open-source"": ""2"", ""visit-tag-javascript"": ""1"", ""visit-tag-open-source"": ""2"", ""read-tag-for-beginners"": ""1"", ""view-tag-for-beginners"": ""12"", ""visit-tag-for-beginners"": ""2"", ""read-tag-learn-programming"": ""2"", ""view-tag-learn-programming"": ""2"", ""visit-tag-learn-programming"": ""2""}",UA,ru
No,2017-10-30 15:57:36.073973,Web Push (Chrome),Win32 61,065f2b3f-750b-465d-afa1-85d7d39766,"{""posts-read"": ""5278"", ""read-tag-for-beginners"": ""1""}",UA,ru
No,2017-05-29 04:08:38.481972,Web Push (Firefox),Win32 Firefox 53.0,098f2945-78ec-4759-aa36-26d63c341f,"{""posts-visited"": ""10471"", ""view-tag-compilers"": ""1"", ""visit-tag-compilers"": ""1""}",UA,ru
